Post.id|Place.id
4750|11
4760|11
4770|11
4780|11
4790|11
4800|11
4810|11
4820|11
4830|11
4840|11
4850|70
4860|70
4870|70
4880|70
4890|70
4900|70
4910|70
4920|70
4930|70
4940|70
4950|70
4960|70
4970|70
4980|70
4990|70
5000|70
5010|70
5020|70
5030|70
5040|70
5050|70
5060|70
5070|70
5080|70
5090|70
5100|70
5110|70
5120|70
5130|70
5140|70
5150|70
5160|70
5170|70
5180|70
5190|70
5200|70
5210|70
5220|70
5230|70
5240|70
5250|70
5260|70
5270|37
5280|70
5290|70
5300|70
5310|70
5320|70
5330|70
5340|70
5350|70
5360|37
5370|37
5380|70
5390|70
5400|70
5410|70
5420|70
5430|70
5440|70
5450|70
5460|70
5470|70
5480|70
5490|110
5500|70
5510|70
5520|70
5530|70
5540|70
5550|70
5560|70
5570|70
5580|70
5590|70
5600|70
5610|70
5620|70
5630|70
5640|70
5650|70
5660|70
5670|70
5680|70
5690|81
5700|70
5710|81
5720|70
5730|81
5740|70
5750|70
5760|70
5770|70
5780|70
5790|70
5800|70
5810|70
5820|70
5830|70
5840|70
5850|70
5860|70
5870|70
5880|70
5890|70
5900|70
5910|70
5920|104
5930|104
5940|104
5950|104
5960|53
5970|104
5980|104
5990|104
6000|104
6010|81
6020|104
6030|104
6040|104
6050|104
6060|104
6070|104
6080|104
6090|104
6100|104
6110|104
6120|104
6130|104
6140|104
6150|104
6160|104
6170|104
6180|104
6190|104
6200|104
6210|104
6220|104
6230|104
6240|104
6250|104
6260|104
6270|104
6280|104
6290|104
6300|104
6310|104
6320|104
6330|104
6340|104
6350|104
6360|104
6370|104
6380|104
6390|104
6400|104
6410|104
6420|104
6430|104
6440|104
6450|104
6460|104
6470|104
6480|104
6490|104
6500|104
6510|104
6520|104
6530|104
6540|104
6550|104
6560|104
6570|104
6580|104
6590|104
6600|104
6610|104
6620|104
6630|104
6640|104
6650|104
6660|104
6670|104
6680|104
6690|104
6700|104
6710|104
6720|104
6730|104
6740|41
6750|104
6760|104
6770|104
6780|104
6790|104
6800|104
6810|104
6820|104
6830|104
6840|104
6850|38
6860|96
6870|38
6880|38
6890|38
6900|38
6910|38
6920|38
6930|38
6940|38
6950|38
6960|38
6970|38
6980|38
6990|38
7000|38
7010|38
7020|38
7030|38
7040|38
7050|38
7060|38
7070|38
7080|38
7090|38
7100|38
7110|38
7120|38
7130|38
7140|38
7150|38
7160|74
7170|38
7180|38
7190|38
7200|38
7210|38
7220|38
7230|38
7240|38
7250|38
7260|38
7270|38
7280|38
7290|38
7300|38
7310|38
7320|38
7330|38
7340|38
7350|38
7360|38
7370|38
7380|38
7390|38
7400|38
7410|38
7420|38
7430|38
7440|38
7450|38
7460|38
7470|38
7480|56
7490|38
7500|38
7510|38
7520|40
7530|38
7540|38
7550|38
7560|38
7570|38
7580|38
7590|38
7600|38
7610|38
7620|38
7630|38
7640|38
7650|38
7660|38
7670|38
7680|38
7690|38
7700|38
7710|38
7720|38
7730|38
7740|38
7750|38
7760|38
7770|38
7780|38
7790|38
7800|38
7810|38
7820|38
7830|38
7840|38
7850|38
7860|38
7870|38
7880|38
7890|38
7900|38
7910|38
7920|38
7930|38
7940|38
7950|38
7960|38
7970|38
7980|38
7990|38
8000|38
8010|38
8020|38
8030|38
8040|38
8050|38
8060|38
8070|38
8080|38
8090|38
8100|38
8110|38
8120|38
8130|38
8140|38
8150|38
8160|38
8170|38
8180|38
8190|38
8200|38
8210|38
8220|38
8230|38
8240|38
8250|38
8260|38
8270|38
8280|38
8290|38
8300|38
8310|38
8320|38
8330|38
8340|38
8350|38
8360|38
8370|38
8380|38
8390|38
8400|38
8410|38
8420|38
8430|38
8440|38
8450|38
8460|38
8470|38
8480|38
8490|38
8500|38
8510|38
8520|38
8530|38
8540|38
8550|38
8560|38
8570|38
8580|38
8590|38
8600|38
8610|38
8620|38
8630|38
8640|38
8650|38
8660|38
8670|38
8680|38
8690|38
8700|38
8710|38
8720|38
8730|38
8740|38
8750|38
8760|38
8770|38
8780|38
8790|38
8800|38
8810|38
8820|38
8830|28
8840|38
8850|38
8860|38
8870|38
8880|38
8890|38
8900|38
8910|38
8920|38
8930|38
8940|38
8950|38
8960|38
8970|38
8980|38
8990|38
9000|38
9010|38
9020|38
9030|38
9040|38
9050|38
9060|38
9070|38
9080|38
9090|38
9100|38
9110|38
9120|38
9130|38
9140|38
9150|38
9160|38
9170|38
9180|38
9190|38
9200|38
9210|38
9220|38
9230|38
9240|38
9250|38
9260|38
9270|38
9280|38
9290|38
9300|38
9310|38
9320|38
9330|38
9340|38
9350|38
9360|38
9370|38
9380|38
9390|38
9400|38
9410|38
9420|38
9430|38
9440|1
9450|38
9460|38
9470|38
9480|38
9490|38
9500|38
9510|38
9520|38
9530|38
9540|38
9550|38
9560|38
9570|38
9580|38
9590|38
9600|6
9610|38
9620|38
9630|38
9640|38
9650|38
9660|38
9670|38
9680|38
9690|38
9700|38
9710|38
9720|38
9730|38
9740|38
9750|38
9760|38
9770|28
9780|38
9790|38
9800|38
9810|38
9820|38
9830|38
9840|38
9850|38
9860|38
9870|38
9880|38
9890|38
9900|21
9910|38
9920|38
9930|38
9940|38
9950|38
9960|38
9970|38
9980|38
9990|38
10000|38
10010|38
10020|38
10030|38
10040|106
10050|106
10060|106
10070|106
10080|106
10090|106
10100|106
10110|106
10120|106
10130|106
10140|106
10150|106
10160|106
10170|106
10180|106
10190|106
10200|106
10210|106
10220|106
10230|106
10240|106
10250|106
10260|106
10270|106
10280|106
10290|59
10300|59
10310|59
10320|59
10330|59
10340|59
10350|59
10360|59
10370|59
10380|59
10390|59
10400|59
10410|59
10420|59
10430|59
10440|59
10450|59
10460|59
10470|59
10480|59
10490|59
10500|59
10510|59
10520|59
10530|59
10540|59
10550|59
10560|59
10570|59
10580|0
10590|59
10600|59
10610|59
10620|59
10630|59
10640|59
10650|59
10660|59
10670|59
10680|59
10690|59
10700|59
10710|59
10720|59
10730|59
10740|59
10750|59
10760|59
10770|59
10780|59
10790|59
10800|59
10810|59
10820|59
10830|59
10840|59
10850|59
10860|59
10870|59
10880|59
10890|59
10900|59
10910|59
10920|13
10930|59
10940|59
10950|59
10960|59
10970|59
10980|59
10990|37
11000|59
11010|59
11020|59
11030|59
11040|59
11050|59
11060|59
11070|59
11080|59
11090|59
11100|59
11110|59
11120|59
11130|59
11140|59
11150|59
11160|59
11170|59
11180|59
11190|59
11200|59
11210|59
11220|59
11230|59
11240|45
11250|59
11260|59
11270|59
11280|59
11290|59
11300|59
11310|59
11320|59
11330|59
11340|59
11350|59
11360|59
11370|59
11380|59
11390|49
11400|59
11410|59
11420|59
11430|59
11440|59
11450|59
11460|59
11470|59
11480|59
11490|93
11500|59
11510|59
11520|59
11530|59
11540|59
11550|59
11560|59
11570|59
11580|59
11590|59
11600|59
11610|59
11620|59
11630|59
11640|59
11650|59
11660|59
11670|59
11680|84
11690|59
11700|59
11710|59
11720|59
11730|59
11740|59
11750|59
11760|59
11770|59
11780|59
11790|59
11800|59
11810|59
11820|105
11830|59
11840|59
11850|59
11860|59
11870|59
11880|59
11890|59
11900|59
11910|59
11920|59
11930|59
11940|59
11950|59
11960|59
11970|59
11980|59
11990|59
12000|59
12010|59
12020|59
12030|59
12040|59
12050|59
12060|59
12070|59
12080|59
12090|59
12100|59
12110|59
12120|59
12130|59
12140|59
12150|59
12160|59
12170|59
12180|59
12190|59
12200|59
12210|59
12220|59
12230|59
12240|59
12250|59
12260|59
12270|59
12280|59
12290|59
12300|59
12310|59
12320|59
12330|59
12340|59
12350|59
12360|59
12370|59
12380|59
12390|59
12400|59
12410|59
12420|59
12430|59
12440|59
12450|59
12460|76
12470|59
12480|59
12490|59
12500|40
12510|59
12520|59
12530|59
12540|59
12550|59
12560|59
12570|59
12580|59
12590|59
12600|59
12610|59
12620|59
12630|59
12640|59
12650|59
12660|59
12670|59
12680|59
12690|59
12700|59
12710|59
12720|59
12730|59
12740|59
12750|59
12760|59
12770|59
12780|59
12790|59
12800|59
12810|59
12820|59
12830|59
12840|59
12850|59
12860|59
12870|59
12880|59
12890|59
12900|59
12910|59
12920|59
12930|45
12940|59
12950|59
12960|59
12970|59
12980|59
12990|59
13000|59
13010|59
13020|59
13030|59
13040|59
13050|59
13060|59
13070|59
13080|59
13090|59
13100|59
13110|59
13120|59
13130|59
13140|59
13150|59
13160|59
13170|59
13180|59
13190|59
13200|59
13210|59
13220|59
13230|59
13240|59
13250|59
13260|10
13270|59
13280|59
13290|59
13300|59
13310|59
13320|59
13330|59
13340|59
13350|59
13360|59
13370|59
13380|110
13390|59
13400|59
13410|59
13420|59
13430|59
13440|59
13450|59
13460|59
13470|59
13480|59
13490|59
13500|59
13510|59
13520|59
13530|59
13540|59
13550|59
13560|59
13570|59
13580|59
13590|59
13600|59
13610|59
13620|59
13630|59
13640|59
13650|59
13660|59
13670|59
13680|59
13690|59
13700|59
13710|59
13720|59
13730|59
13740|59
13750|59
13760|59
13770|59
13780|59
13790|59
13800|59
13810|59
13820|59
13830|59
13840|59
13850|59
13860|28
13870|59
13880|59
13890|59
13900|59
13910|59
13920|59
13930|59
13940|59
13950|59
13960|28
13970|59
13980|59
13990|59
14000|28
14010|59
14020|59
14030|59
14040|59
14050|59
14060|59
14070|36
14080|59
14090|59
14100|59
14110|59
14120|59
14130|59
14140|59
14150|59
14160|59
14170|59
14180|59
14190|59
14200|59
14210|59
14220|59
14230|59
14240|59
14250|59
14260|59
14270|59
14280|59
14290|59
14300|59
14310|59
14320|59
14330|59
14340|59
14350|59
14360|59
14370|59
14380|59
14390|59
14400|59
14410|59
14420|59
14430|59
14440|59
14450|59
14460|59
14470|59
14480|59
14490|59
14500|99
14510|99
14520|99
14530|99
14540|99
14550|99
14560|99
14570|99
14580|99
14590|99
14600|99
14610|99
14620|99
14630|99
14640|99
14650|99
14660|99
14670|99
14680|99
14690|99
14700|99
14710|99
14720|99
14730|99
14740|99
14750|99
14760|99
14770|99
14780|99
14790|99
14800|99
14810|99
14820|72
14830|72
14840|72
14850|72
14860|72
14870|72
14880|72
14890|72
14900|72
14910|72
14920|72
14930|72
14940|72
14950|72
14960|72
14970|72
14980|72
14990|72
15000|72
15010|72
15020|72
15030|72
15040|72
15050|72
15060|72
15070|72
15080|72
15090|72
15100|72
15110|72
15120|72
15130|72
15140|72
15150|72
15160|72
15170|72
15180|72
15190|24
15200|72
15210|24
15220|72
15230|72
15240|72
15250|72
15260|72
15270|72
15280|72
15290|72
15300|72
15310|72
15320|72
15330|72
15340|72
15350|72
15360|72
15370|72
15380|72
15390|72
15400|72
15410|72
15420|72
15430|72
15440|82
15450|72
15460|72
15470|72
15480|72
15490|72
15500|72
15510|72
15520|72
15530|72
15540|72
15550|72
15560|0
15570|72
15580|72
15590|72
15600|72
15610|72
15620|72
15630|72
15640|72
15650|72
15660|72
15670|72
15680|72
15690|72
15700|72
15710|72
15720|72
15730|72
15740|72
15750|72
15760|23
15770|72
15780|72
15790|23
15800|72
15810|72
15820|72
15830|72
15840|31
15850|72
15860|72
15870|72
15880|72
15890|72
15900|72
15910|72
15920|72
15930|38
15940|38
15950|38
15960|38
15970|38
15980|38
15990|38
16000|38
16010|38
16020|38
16030|38
16040|38
16050|38
16060|38
16070|38
16080|38
16090|38
16100|38
16110|38
16120|38
16130|38
16140|38
16150|38
16160|38
16170|38
16180|38
16190|38
16200|38
16210|38
16220|38
16230|38
16240|38
16250|38
16260|38
16270|38
16280|38
16290|38
16300|38
16310|38
16320|38
16330|38
16340|38
16350|38
16360|38
16370|38
16380|38
16390|38
16400|38
16410|38
16420|38
16430|38
16440|38
16450|38
16460|19
16470|57
16480|38
16490|38
16500|38
16510|38
16520|38
16530|38
16540|38
16550|38
16560|38
16570|38
16580|38
16590|38
16600|28
16610|38
16620|38
16630|38
16640|38
16650|38
16660|38
16670|38
16680|38
16690|38
16700|38
16710|45
16720|45
16730|38
16740|38
16750|38
16760|38
16770|38
16780|38
16790|38
16800|38
16810|38
16820|38
16830|38
16840|38
16850|38
16860|38
16870|38
16880|38
16890|38
16900|38
16910|38
16920|38
16930|38
16940|38
16950|38
16960|38
16970|38
16980|38
16990|38
17000|38
17010|38
17020|38
17030|38
17040|38
17050|38
17060|38
17070|38
17080|38
17090|38
17100|38
17110|38
17120|38
17130|38
17140|38
17150|38
17160|10
17170|38
17180|38
17190|38
17200|38
17210|10
17220|38
17230|38
17240|38
17250|10
17260|38
17270|38
17280|38
17290|38
17300|38
17310|38
17320|38
17330|38
17340|38
17350|38
17360|38
17370|54
17380|38
17390|38
17400|38
17410|38
17420|38
17430|38
17440|38
17450|38
17460|38
17470|38
17480|38
17490|38
17500|101
17510|38
17520|38
17530|38
17540|38
17550|101
17560|38
17570|38
17580|38
17590|38
17600|38
17610|38
17620|38
17630|38
17640|38
17650|38
17660|38
17670|38
17680|38
17690|38
17700|38
17710|38
17720|38
17730|38
17740|38
17750|38
17760|38
17770|38
17780|38
17790|38
17800|38
17810|38
17820|38
17830|38
17840|38
17850|38
17860|94
17870|38
17880|38
17890|38
17900|38
17910|38
17920|38
17930|38
17940|38
17950|38
17960|38
17970|38
17980|38
17990|38
18000|38
18010|38
18020|38
18030|38
18040|38
18050|38
18060|38
18070|38
18080|38
18090|38
18100|38
18110|38
18120|38
18130|38
18140|38
18150|38
18160|38
18170|38
18180|38
18190|38
18200|38
18210|38
18220|38
18230|38
18240|38
18250|38
18260|38
18270|38
18280|38
18290|38
18300|38
18310|38
18320|38
18330|38
18340|38
18350|38
18360|38
18370|38
18380|38
18390|38
18400|38
18410|38
18420|38
18430|38
18440|38
18450|38
18460|38
18470|38
18480|38
18490|38
18500|38
18510|38
18520|38
18530|38
18540|38
18550|38
18560|38
18570|38
18580|38
18590|38
18600|38
18610|38
18620|38
18630|38
18640|38
18650|38
18660|38
18670|38
18680|38
18690|38
18700|38
18710|38
18720|38
18730|38
18740|69
18750|38
18760|38
18770|38
18780|38
18790|38
18800|38
18810|38
18820|38
18830|38
18840|38
18850|38
18860|38
18870|38
18880|38
18890|38
18900|38
18910|38
18920|38
18930|38
18940|38
18950|38
18960|38
18970|38
18980|38
18990|38
19000|38
19010|38
19020|38
19030|38
19040|38
19050|38
19060|38
19070|38
19080|38
19090|38
19100|38
19110|38
19120|38
19130|38
19140|38
19150|38
19160|38
19170|38
19180|38
19190|38
19200|38
19210|38
19220|38
19230|38
19240|38
19250|38
19260|38
19270|38
19280|38
19290|38
19300|38
19310|38
19320|38
19330|38
19340|38
19350|38
19360|38
19370|38
19380|38
19390|38
19400|38
19410|38
19420|38
19430|38
19440|38
19450|38
19460|38
19470|38
19480|38
19490|38
19500|38
19510|38
19520|38
19530|38
19540|38
19550|38
19560|38
19570|38
19580|38
19590|38
19600|38
19610|38
19620|38
19630|38
19640|38
19650|38
19660|38
19670|38
19680|38
19690|38
19700|38
19710|38
19720|38
19730|38
19740|38
19750|107
19760|38
19770|38
19780|38
19790|38
19800|107
19810|38
19820|38
19830|38
19840|38
19850|38
19860|38
19870|38
19880|38
19890|38
19900|38
19910|38
19920|38
19930|38
19940|82
19950|38
19960|38
19970|38
19980|38
19990|40
20000|40
20010|40
20020|40
20030|40
20040|40
20050|40
20060|40
20070|40
20080|40
20090|40
20100|40
20110|40
20120|40
20130|40
20140|40
20150|40
20160|40
20170|40
20180|40
20190|40
20200|40
20210|40
20220|40
20230|40
20240|40
20250|40
20260|40
20270|40
20280|40
20290|40
20300|40
20310|104
20320|40
20330|40
20340|40
20350|40
20360|40
20370|40
20380|72
20390|40
20400|40
20410|40
20420|40
20430|40
20440|40
20450|40
20460|40
20470|40
20480|40
20490|40
20500|40
20510|40
20520|40
20530|40
20540|40
20550|40
20560|40
20570|40
20580|40
20590|40
20600|40
20610|40
20620|40
20630|73
20640|100
20650|73
20660|73
20670|9
20680|73
20690|73
20700|73
20710|73
20720|73
20730|73
20740|73
20750|73
20760|13
20770|73
20780|73
20790|73
20800|73
20810|73
20820|73
20830|73
20840|73
20850|73
20860|73
20870|73
20880|73
20890|73
20900|73
20910|73
20920|73
20930|73
20940|73
20950|73
20960|73
20970|73
20980|73
20990|73
21000|73
21010|73
21020|73
21030|73
21040|73
21050|73
21060|73
21070|73
21080|73
21090|73
21100|73
21110|73
21120|73
21130|73
21140|73
21150|73
21160|73
21170|73
21180|73
21190|73
21200|73
21210|73
21220|73
21230|73
21240|73
21250|73
21260|73
21270|73
21280|73
21290|73
21300|73
21310|73
21320|73
21330|73
21340|73
21350|73
21360|73
21370|73
21380|73
21390|73
21400|73
21410|73
21420|73
21430|73
21440|73
21450|73
21460|73
21470|73
21480|73
21490|73
21500|73
21510|73
21520|73
21530|73
21540|73
21550|73
21560|73
21570|73
21580|73
21590|73
21600|73
21610|73
21620|73
21630|73
21640|73
21650|73
21660|73
21670|73
21680|73
21690|73
21700|73
21710|73
21720|73
21730|73
21740|30
21750|30
21760|30
21770|30
21780|30
21790|30
21800|30
21810|30
21820|30
21830|30
21840|30
21850|30
21860|30
21870|34
21880|49
21890|30
21900|30
21910|30
21920|30
21930|30
21940|30
21950|30
21960|30
21970|30
21980|30
21990|30
22000|30
22010|30
22020|30
22030|30
22040|30
22050|21
22060|30
22070|30
22080|30
22090|30
22100|30
22110|30
22120|30
22130|30
22140|30
22150|30
22160|30
22170|30
22180|30
22190|30
22200|30
22210|30
22220|30
22230|30
22240|30
22250|30
22260|30
22270|30
22280|30
22290|30
22300|30
22310|30
22320|30
22330|30
22340|30
22350|30
22360|30
22370|30
22380|30
22390|30
22400|30
22410|30
22420|30
22430|30
22440|30
22450|30
22460|30
22470|30
22480|30
22490|30
22500|30
22510|30
22520|30
22530|30
22540|30
22550|30
22560|52
22570|30
22580|30
22590|30
22600|30
22610|30
22620|30
22630|30
22640|30
22650|30
22660|30
22670|28
22680|30
22690|30
22700|30
22710|30
22720|30
22730|30
22740|30
22750|30
22760|30
22770|30
22780|30
22790|30
22800|30
22810|30
22820|30
22830|30
22840|30
22850|30
22860|30
22870|30
22880|107
22890|30
22900|30
22910|30
22920|30
22930|30
22940|30
22950|30
22960|30
22970|30
22980|30
22990|30
23000|30
23010|30
23020|30
23030|30
23040|30
23050|30
23060|30
23070|30
23080|30
23090|30
23100|30
23110|30
23120|30
23130|30
23140|30
23150|30
23160|30
23170|30
23180|30
23190|30
23200|30
23210|30
23220|30
23230|30
23240|30
23250|30
23260|30
23270|9
23280|30
23290|30
23300|30
23310|30
23320|30
23330|88
23340|100
23350|30
23360|30
23370|30
23380|30
23390|30
23400|30
23410|30
23420|30
23430|30
23440|30
23450|30
23460|30
23470|30
23480|101
23490|30
23500|30
23510|30
23520|30
23530|30
23540|30
23550|30
23560|30
23570|30
23580|30
23590|30
23600|30
23610|30
23620|30
23630|30
23640|30
23650|30
23660|30
23670|30
23680|30
23690|30
23700|30
23710|30
23720|30
23730|30
23740|30
23750|30
23760|30
23770|30
23780|30
23790|30
23800|30
23810|30
23820|30
23830|30
23840|30
23850|30
23860|30
23870|30
23880|30
23890|30
23900|30
23910|30
23920|30
23930|30
23940|30
23950|30
23960|30
23970|30
23980|30
23990|30
24000|30
24010|30
24020|30
24030|30
24040|30
24050|30
24060|30
24070|30
24080|30
24090|30
24100|30
24110|30
24120|30
24130|30
24140|30
24150|30
24160|30
24170|30
24180|73
24190|73
24200|73
24210|73
24220|73
24230|73
24240|73
24250|73
24260|73
24270|73
24280|73
24290|73
24300|73
24310|73
24320|73
24330|73
24340|73
24350|73
24360|73
24370|73
24380|73
24390|73
24400|73
24410|73
24420|73
24430|73
24440|73
24450|73
24460|73
24470|73
24480|73
24490|73
24500|73
24510|73
24520|73
24530|73
24540|73
24550|73
24560|73
24570|73
24580|73
24590|73
24600|73
24610|73
24620|73
24630|73
24640|73
24650|73
24660|73
24670|73
24680|73
24690|73
24700|73
24710|73
24720|73
24730|73
24740|73
24750|73
24760|73
24770|73
24780|73
24790|73
24800|73
24810|73
24820|73
24830|73
24840|73
24850|73
24860|73
24870|73
24880|73
24890|73
24900|73
24910|73
24920|73
24930|73
24940|73
24950|73
24960|73
24970|73
24980|73
24990|73
25000|73
25010|73
25020|73
25030|73
25040|73
25050|73
25060|11
25070|11
25080|11
25090|11
25100|11
25110|11
25120|11
25130|11
25140|11
25150|11
25160|11
25170|11
25180|11
25190|11
25200|11
25210|11
25220|11
25230|11
25240|11
25250|11
25260|11
25270|11
25280|11
25290|11
25300|11
25310|11
25320|11
25330|11
25340|11
25350|11
25360|11
25370|11
25380|11
25390|11
25400|11
25410|11
25420|11
25430|11
25440|11
25450|11
25460|11
25470|11
25480|11
25490|11
25500|11
25510|11
25520|11
25530|11
25540|18
25550|11
25560|11
25570|18
25580|11
25590|11
25600|11
25610|11
25620|93
25630|93
25640|93
25650|93
25660|93
25670|93
25680|93
25690|93
25700|93
25710|93
25720|93
25730|93
25740|93
25750|93
25760|93
25770|93
25780|93
25790|93
25800|93
25810|93
25820|93
25830|93
25840|93
25850|93
25860|93
25870|93
25880|93
25890|52
25900|93
25910|93
25920|93
25930|93
25940|93
25950|93
25960|93
25970|93
25980|93
25990|93
26000|63
26010|93
26020|93
26030|93
26040|93
26050|93
26060|93
26070|93
26080|63
26090|93
26100|93
26110|93
26120|93
26130|93
26140|93
26150|93
26160|93
26170|93
26180|93
26190|93
26200|93
26210|93
26220|93
26230|93
26240|93
26250|93
26260|93
26270|93
26280|93
26290|93
26300|93
26310|93
26320|93
26330|93
26340|93
26350|92
26360|93
26370|93
26380|93
26390|93
26400|93
26410|93
26420|93
26430|93
26440|93
26450|93
26460|93
26470|93
26480|93
26490|93
26500|93
26510|93
26520|93
26530|93
26540|93
26550|93
26560|93
26570|93
26580|93
26590|93
26600|93
26610|93
26620|93
26630|93
26640|93
26650|93
26660|93
26670|93
26680|93
26690|93
26700|93
26710|93
26720|93
26730|62
26740|93
26750|93
26760|93
26770|93
26780|93
26790|93
26800|93
26810|93
26820|93
26830|93
26840|93
26850|57
26860|93
26870|93
26880|93
26890|93
26900|93
26910|93
26920|93
26930|93
26940|93
26950|93
26960|93
26970|93
26980|93
26990|93
27000|93
27010|93
27020|93
27030|93
27040|93
27050|93
27060|93
27070|93
27080|93
27090|93
27100|93
27110|93
27120|93
27130|93
27140|93
27150|93
27160|93
27170|93
27180|93
27190|93
27200|93
27210|93
27220|93
27230|93
27240|93
27250|93
27260|93
27270|93
27280|93
27290|93
27300|93
27310|93
27320|93
27330|93
27340|93
27350|93
27360|93
27370|93
27380|93
27390|93
27400|93
27410|93
27420|93
27430|93
27440|93
27450|93
27460|93
27470|93
27480|93
27490|93
27500|93
27510|93
27520|93
27530|93
27540|93
27550|93
27560|93
27570|93
27580|93
27590|93
27600|93
27610|93
27620|73
27630|73
27640|38
27650|38
27660|73
27670|73
27680|73
27690|73
27700|73
27710|73
27720|73
27730|73
27740|73
27750|73
27760|73
27770|73
27780|73
27790|73
27800|73
27810|73
27820|73
27830|73
27840|73
27850|73
27860|73
27870|73
27880|73
27890|73
27900|73
27910|73
27920|73
27930|73
27940|73
27950|73
27960|73
27970|73
27980|73
27990|102
28000|73
28010|73
28020|73
28030|73
28040|73
28050|73
28060|73
28070|73
28080|73
28090|73
28100|73
28110|73
28120|73
28130|73
28140|73
28150|73
